order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,lat,lon,geolocation_city,geolocation_state,actual_days,delay_days,is_late
33a3edb84b9df4cb49546859b990ac6d,35ec6c1ca9e5844c5ca94214cce16dca,delivered,2018-02-21 17:15:49,2018-02-22 16:10:41,2018-02-23 22:42:43,2018-03-22 00:03:53,2018-03-16,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018-02-28 16:10:41,49.9,17.6,ferramentas_jardim,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,28.0,6.0,1
62a12e4d2a742b2491d7c00d2d79bf52,b60550c21000f91484c7d2aa2b8c522e,delivered,2017-11-27 19:24:52,2017-11-27 19:39:02,2017-11-28 22:58:14,2017-12-08 15:41:46,2017-12-27,1,2f774e1d1ee6937ae8294771c662066d,b6e1504972665f739dec4facb9943775,2017-12-01 19:39:02,281.99,17.73,ferramentas_jardim,46.0,372.0,1.0,800.0,40.0,6.0,15.0,13405,piracicaba,SP,13405.0,-22.71683928585045,-47.65736585405934,piracicaba,SP,10.0,-19.0,0
cefa8ee1540139ac77fa0c1b4ff1f04b,3b9388d1014c8090f77595c5e9f2ce94,delivered,2018-07-02 12:54:20,2018-07-02 13:10:15,2018-07-03 15:04:00,2018-07-06 11:52:07,2018-07-25,1,092be1e8336fc404c57bd5970d056886,cbd996ad3c1b7dc71fd0e5f5df9087e2,2018-07-04 13:10:15,66.39,19.66,alimentos,53.0,869.0,1.0,750.0,16.0,12.0,15.0,15081,sao jose do rio preto,SP,15081.0,-20.84380119949777,-49.36891118527178,são josé do rio preto,SP,3.0,-19.0,0
265f4e28ef8cf69f8445e2951bbe7343,c572fd6cdd98e87ea2bc433b6da21078,delivered,2017-03-06 00:14:28,2017-03-06 00:33:11,2017-03-06 09:54:32,2017-03-20 09:28:56,2017-04-11,1,7e0dc102074f8285580c9777f79c90cf,e26901d5ab434ce92fd9b5c256820a4e,2017-03-15 00:33:11,39.9,24.84,ferramentas_jardim,60.0,1251.0,2.0,800.0,30.0,10.0,30.0,9350,maua,SP,9350.0,-23.68011442853022,-46.4524537436668,maua,SP,14.0,-22.0,0
e69e2290db6b2d3b7593a40112e1a82a,3a017955f82b5bf61bb51aec865a01ca,delivered,2018-06-01 11:26:06,2018-06-02 03:15:28,2018-06-04 13:08:00,2018-06-05 17:44:39,2018-07-04,2,fde90f06296b26995fd0de6f16610d70,8bb48dc19fccaa8613b6229bf7f452a2,2018-06-11 03:15:28,47.99,25.34,construcao_ferramentas_jardim,45.0,225.0,1.0,1650.0,22.0,14.0,14.0,19803,assis,SP,19803.0,-22.679653253935196,-50.44287891853987,assis,SP,4.0,-29.0,0
ee990334acb0ff9333b01afa465f3006,a8331c35b57d8fe09e8df1c06509de29,delivered,2018-02-28 17:00:28,2018-03-02 02:10:55,2018-03-02 22:18:35,2018-03-22 10:18:36,2018-04-02,1,672e757f331900b9deea127a2a7b79fd,e59aa562b9f8076dd550fcddf0e73491,2018-03-08 02:10:55,410.0,35.32,agro_industria_e_comercio,39.0,383.0,1.0,2650.0,30.0,30.0,20.0,82810,curitiba,PR,82810.0,-25.43585833749783,-49.22158276824976,curitiba,PR,21.0,-11.0,0
507240e305d631056d7ced5d5ab0eb9a,5cff2efe34e8e604619520cc86201235,delivered,2018-03-29 15:08:14,2018-03-29 15:29:55,2018-04-02 23:24:37,2018-04-05 19:34:29,2018-04-11,1,fe83af233315b04d9093c7edbcf789dd,1127b7f2594683f2510f1c2c834a486b,2018-04-04 15:29:55,48.32,11.15,ferramentas_jardim,35.0,210.0,1.0,1700.0,41.0,18.0,20.0,13087,campinas,SP,13087.0,-22.85275770752771,-47.05510214136723,campinas,SP,7.0,-6.0,0
6379750dac6a8a1e11378e34278ae8df,6729078b4efa4371e61e6ec7df327846,delivered,2017-09-11 11:50:32,2017-09-11 12:05:28,2017-09-14 20:57:27,2017-09-19 21:47:09,2017-10-04,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-09-15 12:05:28,59.9,13.44,ferramentas_jardim,57.0,366.0,2.0,1650.0,30.0,22.0,30.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,8.0,-15.0,0
b75b4f6e7c5fe3fa05707992a88d9d38,83da8aec5d2e8b2847e6ca45bea5588f,delivered,2018-08-02 14:41:02,2018-08-03 14:35:14,2018-08-06 08:31:00,2018-08-10 22:12:19,2018-08-16,1,de170bfa7e0f492c75a0f270fc44f629,11742f81550ac064cc9a40f67151d9ad,2018-08-09 14:31:41,412.0,24.7,climatizacao,60.0,1502.0,2.0,9100.0,59.0,17.0,37.0,15810,catanduva,SP,15810.0,-21.162702972351784,-48.97639517069088,catanduva,SP,8.0,-6.0,0
da8be3bb62e9bf01e2e1a3bfd74ebd1a,3f083b9f62e687be8d84684c7d54c8db,delivered,2017-04-06 13:44:08,2017-04-06 13:55:17,2017-04-08 01:37:04,2017-05-08 10:52:06,2017-05-04,1,cea7edf64d9e93fbf6b89cc3ba537cd9,a4b6b9b992b46e9ef863637af96e04bc,2017-04-12 13:55:17,2690.0,61.24,ferramentas_jardim,57.0,492.0,1.0,25000.0,40.0,40.0,40.0,88090,florianopolis,SC,88090.0,-27.58902112461769,-48.598946219401,florianopolis,SC,31.0,4.0,1
dcbd516c0f39081a5e542ef76bbc3fe4,75932cfd72b87bd6079cf17786726807,delivered,2018-08-12 12:04:03,2018-08-12 12:24:22,2018-08-14 15:54:00,2018-08-22 17:09:01,2018-08-30,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2018-08-14 12:24:22,49.9,41.33,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,10.0,-8.0,0
4207ad8e0e4e4070f271c930d25f72d7,2d2b1b42705b2f080c47fb2c46db46f6,delivered,2017-10-09 19:42:43,2017-10-10 23:09:18,2017-10-13 13:59:11,2017-10-23 19:23:48,2017-10-31,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-10-18 00:09:13,59.9,17.67,ferramentas_jardim,57.0,366.0,2.0,1650.0,30.0,22.0,30.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,13.0,-8.0,0
4207ad8e0e4e4070f271c930d25f72d7,2d2b1b42705b2f080c47fb2c46db46f6,delivered,2017-10-09 19:42:43,2017-10-10 23:09:18,2017-10-13 13:59:11,2017-10-23 19:23:48,2017-10-31,2,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-10-18 00:09:13,59.9,17.67,ferramentas_jardim,57.0,366.0,2.0,1650.0,30.0,22.0,30.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,13.0,-8.0,0
f847298c3beb552989d31c5f673da6fc,c2ea1149b67ac4b480ff15b3b31110ee,delivered,2018-03-14 11:22:37,2018-03-14 12:00:25,2018-03-14 23:42:30,2018-04-02 22:17:31,2018-04-03,1,ed2067a9c1f79553088a3c67b99a9f97,cbd996ad3c1b7dc71fd0e5f5df9087e2,2018-03-20 12:00:25,56.97,19.37,alimentos,52.0,919.0,1.0,750.0,16.0,12.0,15.0,15081,sao jose do rio preto,SP,15081.0,-20.84380119949777,-49.36891118527178,são josé do rio preto,SP,19.0,-1.0,0
dcb4a1d21593a108db61f12a4b3d61db,2ed973ea37080a94b7beaef7458b2e15,delivered,2018-06-19 13:22:15,2018-06-19 13:57:28,2018-06-20 14:15:00,2018-06-25 13:11:20,2018-07-19,1,1d8ff272f4ff5248bde1358ef928713f,082e0bf4cb865a6533b1e8e498cc0255,2018-06-25 13:57:28,89.0,23.42,ferramentas_jardim,55.0,252.0,1.0,900.0,30.0,20.0,35.0,18608,botucatu,SP,18608.0,-22.86981926481748,-48.45696374622915,botucatu,SP,5.0,-24.0,0
dcb4a1d21593a108db61f12a4b3d61db,2ed973ea37080a94b7beaef7458b2e15,delivered,2018-06-19 13:22:15,2018-06-19 13:57:28,2018-06-20 14:15:00,2018-06-25 13:11:20,2018-07-19,2,1d8ff272f4ff5248bde1358ef928713f,082e0bf4cb865a6533b1e8e498cc0255,2018-06-25 13:57:28,89.0,23.42,ferramentas_jardim,55.0,252.0,1.0,900.0,30.0,20.0,35.0,18608,botucatu,SP,18608.0,-22.86981926481748,-48.45696374622915,botucatu,SP,5.0,-24.0,0
b65067f5a1e9e4aea30dae0dc505119b,cb1d99010eebd5ee5b64dc9e37caa9d4,delivered,2018-05-18 11:26:45,2018-05-18 13:06:52,2018-05-18 13:31:00,2018-05-21 18:08:30,2018-05-28,1,426844dd9ed9ae105a5d4b3f1e18becc,2ea0861cc19e94cad86438c984c52da4,2018-05-24 13:06:52,24.6,7.39,ferramentas_jardim,47.0,590.0,4.0,133.0,18.0,8.0,12.0,3731,sao paulo,SP,3731.0,-23.5097559955566,-46.53370401887012,são paulo,SP,3.0,-7.0,0
c0e59bb74c6b71dbd39b3073120e957d,387752a856ae611e11987f531cf59966,delivered,2018-08-04 09:09:37,2018-08-04 09:45:18,2018-08-06 14:28:00,2018-08-09 21:05:48,2018-08-16,1,73326828aa5efe1ba096223de496f596,d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-09 09:45:18,79.9,13.22,alimentos,32.0,1392.0,1.0,330.0,20.0,15.0,16.0,9210,santo andre,SP,9210.0,-23.637285303364266,-46.519363822926856,santo andre,SP,5.0,-7.0,0
d5af7f6e2db2c527fe19decfc2d37a83,bf59771b1ab3559105d03691c8c99794,delivered,2017-07-31 20:47:50,2017-07-31 21:15:09,2017-08-02 20:52:09,2017-08-04 21:04:49,2017-08-25,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2017-08-06 21:15:09,59.9,13.44,ferramentas_jardim,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,4.0,-21.0,0
d5af7f6e2db2c527fe19decfc2d37a83,bf59771b1ab3559105d03691c8c99794,delivered,2017-07-31 20:47:50,2017-07-31 21:15:09,2017-08-02 20:52:09,2017-08-04 21:04:49,2017-08-25,2,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2017-08-06 21:15:09,59.9,13.44,ferramentas_jardim,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,4.0,-21.0,0
d5af7f6e2db2c527fe19decfc2d37a83,bf59771b1ab3559105d03691c8c99794,delivered,2017-07-31 20:47:50,2017-07-31 21:15:09,2017-08-02 20:52:09,2017-08-04 21:04:49,2017-08-25,3,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2017-08-06 21:15:09,59.9,13.44,ferramentas_jardim,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,4.0,-21.0,0
f3d418a0887dbfd5bd41c788c87ac28b,1fabee44ed07815c74f684fe4826c686,delivered,2017-12-10 16:46:22,2017-12-12 03:36:30,2017-12-13 20:41:52,2018-01-02 19:43:30,2018-01-12,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2017-12-18 03:36:30,59.0,33.72,ferramentas_jardim,59.0,341.0,2.0,1750.0,37.0,22.0,40.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,23.0,-10.0,0
d2741de337666d1bb01913f415e6643f,cb1e2bf26acb98ef66bb11447a218cc2,delivered,2017-02-25 14:34:40,2017-02-25 14:50:18,2017-03-02 20:34:25,2017-03-11 08:32:59,2017-03-28,1,5739177f0e1a8c060da43932f5a447a8,5bffbafbb22daf6d3bfc216a46db8708,2017-03-02 14:50:18,18.99,17.78,alimentos,38.0,379.0,4.0,525.0,27.0,13.0,35.0,26525,nilopolis,RJ,26525.0,-22.800936387437307,-43.42486085339982,nilopolis,RJ,13.0,-17.0,0
6ffdb56df83717770ba1d34001f4686a,147f69d3f50f2d2bc3797f20fe452ab2,delivered,2018-07-13 19:38:58,2018-07-13 19:45:10,2018-07-18 14:09:00,2018-07-27 16:18:46,2018-07-30,1,9f81413382c6e7b2b2eaff6930f1fd98,9d69ba0a7a626a64dc5db08e529559cf,2018-07-19 19:45:10,19.3,18.24,alimentos,52.0,573.0,1.0,450.0,16.0,18.0,11.0,14075,ribeirao preto,SP,14075.0,-21.152969235356927,-47.77227625506376,ribeirao preto,SP,13.0,-3.0,0
376a342d70faa7a733b871acc701def8,8563b07a84656ff32968702daa37c468,delivered,2017-12-11 11:50:54,2017-12-11 11:58:24,2017-12-12 13:09:44,2018-01-20 01:36:58,2018-01-05,1,cae79e3b5c787c231543fa415a20b5cc,56642bcb79900e777d68e91915cb4267,2017-12-15 11:58:24,28.0,14.1,ferramentas_jardim,36.0,2213.0,1.0,350.0,45.0,45.0,12.0,3701,sao paulo,SP,3701.0,-23.51082058312654,-46.5508611777656,são paulo,SP,39.0,15.0,1
07fbc4f433fc8754c492bc6dfb0b1c52,6a562d22d4e2ce223ae7ad8bfd834ab0,delivered,2017-07-05 08:49:56,2017-07-05 17:41:46,2017-07-06 16:48:47,2017-07-25 19:42:50,2017-07-27,1,0521fe3eb04940304b489d0fb49a37dd,e99e927c81e3f51739c94fcdfca9f10f,2017-07-11 17:28:30,94.98,21.15,ferramentas_jardim,58.0,686.0,1.0,1450.0,90.0,6.0,18.0,38400,uberlandia,MG,38400.0,-18.91595976602804,-48.278974174995646,uberlandia,MG,20.0,-2.0,0
d3c64cf55752f7821e85e7ea9b9b3f30,a14b17e55f117e4bf24cdd9d0e586c35,delivered,2017-05-06 11:20:18,2017-05-06 11:30:19,2017-05-08 15:29:18,2017-05-19 16:59:52,2017-05-30,1,44414d55ce2808a7b8f3568a92d1484f,d36b07fd3c5088e477a72d1fccfe29d4,2017-05-12 11:30:19,328.9,10.96,ferramentas_jardim,56.0,1575.0,1.0,3763.0,49.0,45.0,34.0,18200,itapetininga,SP,18200.0,-23.587964350055916,-48.050515104990346,itapetininga,SP,13.0,-11.0,0
b23b43e19386862a7c0aaa27c80e782f,86de6692e6fdfad3c3221414dc73d4a9,delivered,2018-04-12 09:52:07,2018-04-13 12:55:32,2018-04-16 19:48:43,2018-04-17 19:24:33,2018-04-26,1,926d11f0e2a1171fed968faf5caa8f92,0bb738e4d789e63e2267697c42d35a2d,2018-04-20 12:55:32,44.9,11.86,ferramentas_jardim,29.0,799.0,1.0,1150.0,28.0,55.0,12.0,18130,sao roque,SP,18130.0,-23.53626695697963,-47.13489184347044,sao roque,SP,5.0,-9.0,0
746347ecc5cc9cb88a346545608fb635,16110c3e157d455044ea08de22990cac,delivered,2017-07-26 13:47:20,2017-07-26 14:03:01,2017-07-27 18:12:34,2017-08-03 17:37:44,2017-08-15,1,84c79830527ae823029ee6b904cf948c,11d4c477d09821164bca4f70a2eae031,2017-08-09 14:03:01,32.7,17.06,construcao_ferramentas_jardim,29.0,462.0,1.0,3520.0,25.0,25.0,23.0,14075,ribeirao preto,SP,14075.0,-21.152969235356927,-47.77227625506376,ribeirao preto,SP,8.0,-12.0,0
88c588c116fd06fb8e48dd83af88ec4a,8787c72a20002592238d7b80721ab729,delivered,2017-11-19 13:23:27,2017-11-19 13:35:26,2017-11-24 22:06:56,2017-12-22 17:44:27,2017-12-12,1,5322d72e04acadda01cd9c274b4af288,4e85b538b0dad58852641540686d0e14,2017-11-23 13:35:26,14.39,15.1,ferramentas_jardim,37.0,226.0,1.0,400.0,25.0,5.0,11.0,12238,sao jose dos campos,SP,12238.0,-23.263785424892976,-45.91583795162459,são josé dos campos,SP,33.0,10.0,1
7ce20b22753ccc86fdb3b6f7efefcc75,738612606cc6f7e646b915359c71ee4c,delivered,2018-07-25 13:25:20,2018-07-25 13:35:14,2018-07-26 14:47:00,2018-07-31 19:22:12,2018-08-15,1,a54244559e62c8ef2939e52189d65d4c,282f23a9769b2690c5dda22e316f9941,2018-07-31 13:35:14,58.32,20.36,alimentos_bebidas,60.0,1088.0,8.0,1300.0,19.0,12.0,12.0,31573,belo horizonte,MG,31573.0,-19.809042328611024,-43.99006964195861,belo horizonte,MG,6.0,-15.0,0
95bf775f5db872acb7ac9cf5cdbbc292,ffc25a124da207c0b90a002ebfaa7184,delivered,2018-07-16 11:56:49,2018-07-16 12:10:11,2018-07-19 11:15:00,2018-07-23 14:42:45,2018-08-02,1,fd939dd54384f5681c327919e8f6a1b8,3d8fa2f5b647373c8620330c4e077a9f,2018-07-23 12:10:11,36.0,12.91,ferramentas_jardim,57.0,1407.0,1.0,500.0,43.0,8.0,15.0,3031,sao paulo,SP,3031.0,-23.52833381848348,-46.61941011172019,sao paulo,SP,7.0,-10.0,0
bcdbca456c84595f3dadfbef9eeeaf51,59cf1a479d104e38587b9fe9d60febe3,delivered,2017-04-03 22:19:08,2017-04-03 22:30:18,2017-04-07 14:42:20,2017-04-19 13:53:15,2017-05-04,1,7e0dc102074f8285580c9777f79c90cf,e26901d5ab434ce92fd9b5c256820a4e,2017-04-12 22:30:18,34.9,16.05,ferramentas_jardim,60.0,1251.0,2.0,800.0,30.0,10.0,30.0,9350,maua,SP,9350.0,-23.68011442853022,-46.4524537436668,maua,SP,15.0,-15.0,0
a69bb719ee2c8b4a25bf1a1a5f3ae686,561812638ef3a092f78f0c4a5f0c58c8,delivered,2018-06-13 09:46:14,2018-06-13 09:57:08,2018-06-13 14:47:00,2018-06-14 22:28:26,2018-06-28,1,5e1fd83e9a7c4730ccc806c248ca0720,03a2a6dcbe45d639c4dc2a0d24769c40,2018-06-19 09:57:08,99.9,9.45,ferramentas_jardim,47.0,708.0,4.0,650.0,30.0,10.0,22.0,9340,maua,SP,9340.0,-23.66800916734961,-46.430377660540266,maua,SP,1.0,-14.0,0
cd81fccdeffb11e33de701e2c53c85c6,e07792fb0958a7d0faff87fb1aa58f8e,delivered,2018-04-26 22:47:26,2018-04-26 22:55:14,2018-04-27 13:23:00,2018-05-15 14:15:31,2018-06-01,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2018-05-03 22:55:14,53.9,29.71,ferramentas_jardim,57.0,366.0,2.0,1650.0,30.0,22.0,30.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,18.0,-17.0,0
e311f8fc30348d6213964a43f70f87fb,6ca7c0e971c24ce0931f148588ef23ce,delivered,2018-04-17 16:54:48,2018-04-17 17:10:42,2018-04-19 21:28:38,2018-04-24 19:28:56,2018-05-07,1,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,2018-04-23 17:10:42,179.0,8.87,ferramentas_jardim,33.0,2188.0,2.0,7650.0,20.0,20.0,20.0,37175,ilicinea,MG,37175.0,-20.944705621834668,-45.82709818233235,ilicinea,MG,7.0,-13.0,0
dd480c63548e3c0b7219520e3784ebd2,a83a89abd16a03e6376fb659ca7b6612,delivered,2017-01-26 16:25:36,2017-01-26 16:35:22,2017-01-27 12:47:43,2017-02-08 14:47:25,2017-02-22,1,56fd30e18420cb9a5a50c718168fa660,9535a841eecebed61a9fb1ac1cbb5597,2017-01-30 16:25:36,186.0,15.47,ferramentas_jardim,62.0,2167.0,3.0,700.0,16.0,17.0,16.0,1208,sao paulo,SP,1208.0,-23.540822507357586,-46.6397147149576,sao paulo,SP,12.0,-14.0,0
0f93b20928bc59f8571a39b03ed0c1bb,027efc2251512b9150aceb9a5e5b7f53,delivered,2017-09-25 09:48:34,2017-09-25 10:04:02,2017-09-27 16:33:24,2017-10-10 22:58:36,2017-10-19,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-09-29 10:04:02,59.9,17.67,ferramentas_jardim,57.0,366.0,2.0,1650.0,30.0,22.0,30.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,15.0,-9.0,0
eb79e3366c1e8ef5a331f96b5c73995f,901f6c008611d3f7cd4a4a094c475408,delivered,2017-09-04 11:39:25,2017-09-06 02:55:33,2017-09-12 21:48:54,2017-09-18 16:09:57,2017-09-29,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017-09-13 02:55:33,59.9,17.67,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,14.0,-11.0,0
eb79e3366c1e8ef5a331f96b5c73995f,901f6c008611d3f7cd4a4a094c475408,delivered,2017-09-04 11:39:25,2017-09-06 02:55:33,2017-09-12 21:48:54,2017-09-18 16:09:57,2017-09-29,2,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017-09-13 02:55:33,59.9,17.67,ferramentas_jardim,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,15025,sao jose do rio preto,SP,15025.0,-20.80243626346376,-49.39562406741489,sao jose do rio preto,SP,14.0,-11.0,0
